age,height_cm,weight_kg,gender_enc,bmi,activity_level,goal,diet_pref,sleep_hours,workout_freq,calorie_target,diet_category,exercise_category
29,189.8,82.9,1,23.02,4,0,4,6.9,4.0,2797.0,4,3
25,168.1,59.1,0,20.94,0,1,3,7.5,0.0,2276.0,3,1
61,181.4,92.2,0,28.01,5,2,0,7.2,5.0,3812.0,1,2
28,166.2,50.7,0,18.34,2,0,3,8.9,1.0,1736.0,3,3
46,151.0,86.1,0,37.74,2,0,0,7.0,2.0,1999.0,4,3
45,155.7,64.5,1,26.59,5,0,0,7.7,6.0,2014.0,0,3
18,170.0,89.2,1,30.88,5,0,0,6.9,6.0,2956.0,2,3
45,171.3,64.5,0,21.97,3,2,2,5.5,3.0,2879.0,3,2
21,176.5,59.5,0,19.09,2,2,1,7.0,1.0,2777.0,1,2
44,176.5,83.0,1,26.63,5,2,1,7.8,5.0,3404.0,1,2
23,180.8,79.9,1,24.46,5,2,2,7.1,6.0,3607.0,3,2
59,160.8,62.3,0,24.09,5,2,3,6.0,5.0,2975.0,3,2
60,191.9,81.8,1,22.19,2,1,0,8.4,2.0,2862.0,0,1
58,193.0,69.6,0,18.69,1,3,2,5.9,1.0,2824.0,3,4
59,163.8,74.7,1,27.84,2,3,3,6.3,3.0,2637.0,3,2
48,160.5,78.1,0,30.32,3,2,1,6.0,4.0,2971.0,1,2
32,150.0,46.7,1,20.75,4,3,4,6.1,3.0,2659.0,4,2
63,172.1,72.0,0,24.34,3,0,0,7.0,3.0,2113.0,0,3
26,175.4,45.7,0,14.84,5,3,0,7.5,4.0,3456.0,1,2
28,163.0,53.1,1,19.98,4,2,0,6.5,4.0,2674.0,1,2
26,173.4,70.0,0,23.29,0,1,1,7.5,0.0,2441.0,0,1
46,153.3,89.6,1,38.1,4,3,0,7.7,4.0,3380.0,1,2
43,181.6,67.8,0,20.55,4,0,0,6.7,5.0,2596.0,0,3
59,163.6,65.6,0,24.51,5,1,1,5.6,4.0,3228.0,0,2
21,173.5,63.9,0,21.23,5,3,2,8.4,5.0,3846.0,3,2
56,172.5,79.1,0,26.56,3,0,3,6.4,3.0,2299.0,3,3
31,150.0,51.9,0,23.05,1,0,4,5.0,2.0,1346.0,4,0
19,180.0,46.7,0,14.41,1,2,3,6.6,2.0,2365.0,3,1
50,160.6,96.3,1,37.36,4,1,1,7.5,5.0,3407.0,0,2
63,172.4,79.5,0,26.72,3,3,1,7.7,4.0,3295.0,1,2
41,153.1,59.4,1,25.33,1,1,3,6.0,0.0,2079.0,3,1
27,164.2,60.4,1,22.4,1,0,1,5.3,2.0,1386.0,0,0
26,174.4,62.0,1,20.39,3,2,4,7.3,2.0,2747.0,4,2
52,157.0,48.5,1,19.66,4,0,0,7.5,5.0,1537.0,0,3
40,157.7,66.4,1,26.68,5,3,2,8.0,6.0,3177.0,3,2
33,171.5,72.4,1,24.62,0,1,4,7.9,0.0,2214.0,4,1
34,168.0,96.4,0,34.16,3,3,1,7.1,3.0,3789.0,1,2
38,174.2,73.9,1,24.36,5,3,2,6.2,4.0,3553.0,3,2
53,165.6,85.4,0,31.13,3,0,3,6.6,2.0,2359.0,3,3
33,177.7,66.8,0,21.14,3,3,0,6.8,3.0,3391.0,1,2
41,163.2,63.7,0,23.93,4,3,3,6.2,5.0,3369.0,3,2
21,177.2,71.9,0,22.9,4,3,2,8.0,4.0,3880.0,3,2
19,159.1,87.4,0,34.52,5,2,0,7.9,6.0,3857.0,1,2
59,162.7,61.2,1,23.14,3,3,3,5.7,4.0,2623.0,3,2
44,178.8,76.0,0,23.78,1,1,2,6.7,2.0,2736.0,3,1
49,163.8,75.5,0,28.13,0,0,0,8.9,1.0,1397.0,2,0
32,155.9,71.6,1,29.42,5,2,1,8.0,5.0,3038.0,1,2
58,190.8,87.5,1,24.05,2,1,0,7.2,1.0,2956.0,0,1
58,169.6,72.8,0,25.3,3,2,2,8.0,2.0,2892.0,3,2
31,175.7,69.5,1,22.51,3,3,4,8.5,2.0,3147.0,4,2
17,150.0,71.0,1,31.57,4,0,2,7.1,3.0,2214.0,3,3
49,186.0,40.0,0,11.56,4,1,4,5.8,5.0,2963.0,4,2
23,200.0,69.1,0,17.29,2,2,3,7.8,3.0,3139.0,3,2
28,184.9,52.8,0,15.45,5,1,1,7.8,4.0,3548.0,0,2
57,186.6,68.3,0,19.61,4,0,0,6.1,3.0,2531.0,0,3
23,165.1,71.6,1,26.26,4,0,2,7.2,4.0,2346.0,3,3
45,173.0,80.3,1,26.81,5,3,1,6.3,6.0,3596.0,1,2
47,175.9,108.3,0,35.0,1,2,4,5.5,2.0,2983.0,4,1
51,161.6,96.2,0,36.83,0,1,4,7.2,0.0,2517.0,4,4
62,168.5,71.8,0,25.29,1,0,2,8.3,2.0,1566.0,3,4
45,158.0,82.1,0,32.87,3,3,4,7.3,2.0,3339.0,4,2
16,165.3,64.8,0,23.73,1,2,1,7.2,0.0,2508.0,1,1
58,180.1,75.4,0,23.26,5,3,1,5.8,6.0,3790.0,1,2
54,150.0,75.8,1,33.71,2,3,1,7.6,3.0,2561.0,1,2
32,181.4,54.4,0,16.51,1,3,2,6.5,2.0,2693.0,3,2
35,151.1,63.7,1,27.91,4,3,4,6.3,4.0,2966.0,4,2
39,170.6,41.4,0,14.24,2,3,4,7.8,1.0,2601.0,4,2
37,171.7,68.8,1,23.35,2,3,3,5.9,2.0,2794.0,3,2
44,176.9,71.4,0,22.81,3,3,0,6.8,3.0,3367.0,1,2
37,167.8,70.7,1,25.09,3,3,0,6.0,3.0,3032.0,1,2
59,157.5,54.0,1,21.77,4,3,4,6.7,5.0,2629.0,4,2
24,172.2,70.6,0,23.79,0,2,4,5.0,0.0,2300.0,4,1
52,196.1,74.9,0,19.49,2,2,1,7.5,2.0,2965.0,1,2
25,169.8,80.3,0,27.85,4,3,2,7.4,4.0,3915.0,3,2
51,159.4,76.8,0,30.23,3,1,4,9.0,2.0,3063.0,4,2
52,164.4,66.4,0,24.56,3,0,3,7.2,4.0,2027.0,3,3
43,171.8,69.4,1,23.53,0,0,3,6.2,0.0,1221.0,3,0
43,166.8,76.6,0,27.54,2,1,4,7.9,2.0,2928.0,4,1
57,165.1,64.4,1,23.61,2,0,0,7.9,3.0,1456.0,0,3
58,185.9,56.6,1,16.39,4,2,2,8.2,5.0,2727.0,3,2
36,176.2,65.2,0,21.0,0,3,3,5.2,0.0,2494.0,3,2
39,168.6,79.0,0,27.79,1,2,4,6.4,1.0,2573.0,4,1
57,168.7,85.0,0,29.87,4,1,4,6.2,5.0,3536.0,4,2
55,172.1,88.8,0,29.98,2,2,1,8.4,2.0,2925.0,1,2
17,176.7,56.7,1,18.17,4,0,3,7.7,4.0,2259.0,3,3
23,185.4,106.7,1,31.03,4,0,1,8.0,4.0,3253.0,2,3
63,165.1,59.3,1,21.76,4,1,2,6.0,5.0,2632.0,3,2
42,158.1,67.9,1,27.18,4,3,2,7.1,4.0,3062.0,3,2
37,163.3,93.4,0,35.02,2,2,3,5.5,2.0,3051.0,3,2
52,159.5,42.0,1,16.51,0,0,1,6.0,0.0,1200.0,0,0
42,151.7,74.3,0,32.31,0,0,0,7.1,0.0,1334.0,2,4
44,186.9,66.8,1,19.12,3,3,1,7.2,4.0,3111.0,1,2
18,180.3,46.9,1,14.43,5,0,3,7.4,4.0,2239.0,3,3
59,150.0,47.2,1,20.96,3,2,3,6.4,2.0,1944.0,3,2
28,172.6,92.2,1,30.94,1,0,1,7.4,0.0,1887.0,2,0
60,165.5,81.3,0,29.69,0,2,4,7.0,0.0,2163.0,4,4
25,164.0,89.1,0,33.1,4,0,4,8.4,4.0,2962.0,4,3
51,150.0,53.3,1,23.68,5,2,0,6.6,4.0,2409.0,1,2
24,169.7,77.2,0,26.8,3,0,0,5.3,3.0,2513.0,0,3
42,170.9,112.6,1,38.55,4,2,0,7.6,5.0,3765.0,1,2
49,155.9,67.7,1,27.88,1,1,3,7.3,1.0,2163.0,3,1
16,189.5,72.9,1,20.31,0,1,3,6.2,0.0,2457.0,3,1
47,179.5,72.2,0,22.41,2,1,4,6.7,2.0,2951.0,4,1
40,157.2,70.0,1,28.34,1,0,1,7.2,2.0,1368.0,2,0
44,182.3,58.0,0,17.45,2,3,2,6.7,3.0,2931.0,3,2
22,164.4,72.8,1,26.93,0,3,1,6.0,0.0,2381.0,1,2
64,182.7,101.3,0,30.36,2,2,4,6.8,1.0,3151.0,4,2
18,152.7,71.1,1,30.5,0,3,4,7.8,0.0,2297.0,4,2
35,172.0,94.0,1,31.75,4,0,4,6.7,4.0,2740.0,4,3
35,155.4,123.4,0,51.1,1,2,4,7.2,2.0,3099.0,4,1
45,160.0,57.4,1,22.42,4,2,3,6.8,3.0,2556.0,3,2
50,150.0,81.7,1,36.32,0,0,0,5.9,0.0,1200.0,4,4
50,155.2,51.0,1,21.19,0,2,0,6.9,1.0,1583.0,1,1
64,155.1,69.5,1,28.87,4,3,1,6.6,5.0,2848.0,1,2
54,153.6,116.9,1,49.54,5,1,1,7.7,5.0,3846.0,0,2
42,172.3,83.6,0,28.19,4,3,4,8.1,5.0,3845.0,4,2
41,150.0,77.5,0,34.45,4,0,4,7.8,5.0,2424.0,4,3
29,173.6,50.7,0,16.83,1,1,2,6.3,1.0,2447.0,3,1
32,182.1,61.1,1,18.43,1,1,0,6.0,0.0,2414.0,0,1
33,159.3,57.0,0,22.44,5,3,4,5.6,5.0,3411.0,4,2
60,169.0,53.5,1,18.72,0,1,1,7.2,0.0,1806.0,0,4
44,166.0,86.9,1,31.55,3,3,1,6.4,2.0,3232.0,1,2
35,165.1,84.4,0,30.98,4,3,1,6.0,3.0,3841.0,1,2
42,150.0,69.0,1,30.68,2,3,2,8.8,1.0,2548.0,3,2
33,156.5,62.2,0,25.39,2,0,4,7.4,2.0,1781.0,4,3
19,187.5,85.1,0,24.19,5,1,4,7.3,5.0,4316.0,4,2
16,173.9,102.3,1,33.84,2,0,4,7.3,2.0,2447.0,4,3
16,167.1,89.8,0,32.18,5,0,2,8.5,6.0,3286.0,3,3
41,150.0,74.0,0,32.87,4,3,4,6.8,5.0,3407.0,4,2
60,177.1,88.6,1,28.24,3,1,0,7.6,3.0,3093.0,0,2
35,159.1,89.4,0,35.35,5,2,4,7.8,4.0,3737.0,4,2
38,155.2,74.7,0,31.05,3,2,4,8.7,2.0,2943.0,4,2
25,156.4,74.7,1,30.57,5,3,1,7.0,5.0,3477.0,1,2
26,176.1,62.5,0,20.15,5,3,4,8.1,5.0,3802.0,4,2
56,169.1,86.9,1,30.38,1,0,3,5.4,2.0,1592.0,3,4
56,180.4,69.0,1,21.2,3,1,2,8.9,4.0,2824.0,3,2
20,183.5,54.4,0,16.15,2,3,1,7.4,2.0,3073.0,1,2
16,161.1,55.0,1,21.18,2,0,2,7.7,3.0,1590.0,3,3
32,169.5,71.3,1,24.81,4,2,3,5.8,5.0,3057.0,3,2
37,166.4,55.0,0,19.87,1,0,1,5.8,0.0,1488.0,0,0
49,153.7,121.0,1,51.23,5,0,1,6.4,5.0,3078.0,4,3
60,155.4,80.8,1,33.45,0,3,3,7.0,0.0,2181.0,3,4
56,168.0,63.1,0,22.35,5,3,3,6.8,4.0,3413.0,3,2
44,169.3,75.3,0,26.27,1,2,0,6.6,1.0,2495.0,1,1
19,169.3,85.2,1,29.73,0,1,1,6.8,0.0,2436.0,0,1
20,169.4,75.9,1,26.47,5,2,2,4.9,4.0,3413.0,3,2
26,160.2,54.7,0,21.32,1,1,4,7.4,1.0,2407.0,4,1
36,195.5,70.0,1,18.33,3,1,3,6.8,2.0,3177.0,3,2
50,172.8,67.7,0,22.67,1,3,0,7.9,1.0,2679.0,1,2
27,163.1,63.8,1,23.99,4,2,3,6.6,3.0,2887.0,3,2
41,174.8,57.1,1,18.68,0,0,2,6.7,0.0,1200.0,3,0
34,159.8,87.8,1,34.37,3,0,4,7.1,2.0,2216.0,4,3
60,170.3,80.5,1,27.74,3,2,4,7.6,4.0,2729.0,4,2
22,174.8,80.3,1,26.29,1,1,3,8.0,2.0,2684.0,3,1
62,176.6,40.0,1,12.82,3,2,4,7.0,2.0,2082.0,4,2
22,154.9,64.8,0,27.01,2,3,4,7.4,1.0,2943.0,4,2
41,200.0,94.5,1,23.62,2,0,2,7.0,1.0,2385.0,3,3
55,184.2,79.1,1,23.31,2,0,3,6.7,2.0,1884.0,3,3
20,194.4,51.1,1,13.51,1,1,0,5.3,2.0,2464.0,0,1
36,166.9,102.0,0,36.61,0,3,0,7.2,0.0,2866.0,1,4
29,173.0,40.0,1,13.37,1,2,1,6.2,0.0,1916.0,1,1
19,170.4,74.3,0,25.58,4,3,2,7.8,3.0,3865.0,3,2
38,163.4,102.9,1,38.52,3,0,3,6.2,2.0,2481.0,3,3
57,179.1,43.8,0,13.65,2,3,4,6.5,2.0,2579.0,4,2
35,159.4,63.4,1,24.96,1,2,2,6.3,0.0,2080.0,3,1
30,178.4,46.7,1,14.67,1,2,3,7.5,0.0,2047.0,3,1
60,164.0,97.4,1,36.21,3,2,3,6.7,4.0,2953.0,3,2
44,174.8,57.3,1,18.74,1,1,2,7.5,1.0,2215.0,3,1
23,187.5,89.9,1,25.56,2,0,2,4.6,3.0,2332.0,3,3
56,168.4,97.0,1,34.2,3,1,2,8.8,4.0,3178.0,3,2
63,179.4,48.9,0,15.19,0,0,1,6.1,1.0,1200.0,0,4
34,163.9,45.1,1,16.78,2,0,4,7.7,3.0,1323.0,4,3
63,155.8,80.6,1,33.2,4,2,2,7.4,5.0,2778.0,3,2
54,189.9,86.0,0,23.83,4,2,1,7.6,5.0,3685.0,1,2
61,179.0,70.7,0,22.08,5,0,0,6.3,4.0,2602.0,0,3
43,168.4,72.5,1,25.56,5,2,1,6.7,6.0,3102.0,1,2
61,178.4,98.6,0,31.01,3,2,4,7.4,4.0,3407.0,4,2
42,157.8,67.7,0,27.18,2,2,0,7.0,3.0,2560.0,1,2
19,175.3,96.8,0,31.49,5,3,2,6.2,4.0,4547.0,3,2
30,172.6,61.6,0,20.69,2,1,2,7.5,1.0,2853.0,3,1
50,177.8,115.2,0,36.42,2,3,2,9.0,1.0,3728.0,3,2
52,189.7,56.1,0,15.58,4,3,2,6.6,5.0,3434.0,3,2
16,187.4,93.3,0,26.58,3,1,0,7.4,3.0,3950.0,0,2
18,153.3,54.6,1,23.22,4,3,1,7.2,4.0,2981.0,1,2
62,150.0,86.2,1,38.29,5,0,1,6.7,4.0,2206.0,4,3
39,172.9,71.9,1,24.03,1,2,3,7.7,1.0,2285.0,3,1
42,172.0,77.0,0,26.02,5,3,1,7.7,4.0,3880.0,1,2
55,156.4,84.0,1,34.35,0,3,1,6.5,0.0,2257.0,1,4
51,158.5,76.4,1,30.43,4,2,1,8.3,3.0,2844.0,1,2
49,160.8,74.8,1,28.96,3,2,1,7.0,3.0,2624.0,1,2
44,186.0,40.0,1,11.56,4,1,1,8.0,3.0,2695.0,0,2
39,164.3,96.8,0,35.85,1,0,0,7.3,1.0,2032.0,4,0
39,152.0,99.5,0,43.1,1,2,4,7.0,2.0,2713.0,4,1
57,169.2,70.1,0,24.47,1,3,4,7.0,1.0,2633.0,4,4
19,170.0,82.0,0,28.39,1,1,3,7.6,1.0,2915.0,3,1
18,157.6,96.6,0,38.88,0,1,1,6.0,0.0,2689.0,0,4
49,177.1,82.8,0,26.41,2,2,2,7.3,3.0,2927.0,3,2
64,183.6,62.4,1,18.51,5,3,4,8.2,6.0,3182.0,4,2
38,165.7,50.4,1,18.34,1,2,2,7.5,0.0,1934.0,3,1
38,152.0,83.4,0,36.13,0,1,3,5.4,0.0,2369.0,3,4
60,166.7,74.5,1,26.81,4,3,2,5.8,5.0,3119.0,3,2
20,173.6,71.9,1,23.85,1,3,1,7.0,0.0,2722.0,1,2
46,150.0,58.3,0,25.91,4,1,1,6.3,5.0,2911.0,0,2
56,175.8,65.9,1,21.32,4,0,0,7.8,3.0,2051.0,0,3
21,165.5,78.1,0,28.5,3,3,1,6.6,3.0,3558.0,1,2
52,170.5,66.7,1,22.94,0,1,4,7.5,0.0,2024.0,4,1
25,166.5,72.6,0,26.18,0,3,1,8.7,1.0,2576.0,1,2
55,161.0,71.4,0,27.58,1,3,1,7.0,1.0,2594.0,1,2
22,168.7,83.8,0,29.47,1,1,2,6.1,2.0,2908.0,3,1
54,163.9,46.1,1,17.18,1,3,3,7.4,1.0,2050.0,3,2
53,165.7,65.6,1,23.89,0,0,1,7.3,0.0,1200.0,0,0
36,159.4,52.2,1,20.52,4,1,4,7.2,3.0,2687.0,4,2
35,176.4,74.8,1,24.03,4,1,3,8.2,3.0,3328.0,3,2
18,184.8,57.4,0,16.81,1,3,1,5.9,0.0,2861.0,1,2
37,159.5,88.9,0,34.94,4,0,3,7.9,5.0,2792.0,3,3
62,168.6,64.6,1,22.73,1,0,4,6.5,0.0,1239.0,4,4
19,156.9,61.6,1,25.05,5,2,2,8.2,4.0,2981.0,3,2
43,174.7,57.0,1,18.69,2,1,2,5.1,1.0,2443.0,3,1
27,172.7,76.5,0,25.66,4,3,0,9.0,3.0,3858.0,1,2
53,163.1,49.2,1,18.49,5,3,4,6.8,5.0,2769.0,4,2
51,169.0,70.3,0,24.62,0,2,1,5.9,0.0,2111.0,1,1
62,180.4,69.9,1,21.48,5,3,1,7.8,6.0,3311.0,1,2
56,150.7,62.6,1,27.56,3,0,0,7.5,3.0,1494.0,0,3
20,154.5,75.9,1,31.81,5,1,4,7.4,6.0,3378.0,4,2
28,177.0,63.7,1,20.33,5,0,3,7.8,6.0,2434.0,3,3
38,170.7,77.1,0,26.48,5,1,3,7.0,5.0,3756.0,3,2
45,169.2,62.2,0,21.73,0,2,2,6.7,1.0,2051.0,3,1
52,181.3,58.6,0,17.83,0,1,3,6.0,1.0,2207.0,3,1
40,178.5,76.6,0,24.06,3,0,3,6.9,2.0,2459.0,3,3
63,190.6,86.5,0,23.82,1,3,4,6.5,0.0,3001.0,4,4
42,180.7,123.4,1,37.78,4,1,4,7.0,4.0,4236.0,4,2
29,176.3,65.9,1,21.19,0,2,0,7.1,0.0,2046.0,1,1
63,169.4,85.9,1,29.95,4,2,4,8.6,5.0,3039.0,4,2
62,168.3,64.0,0,22.6,3,3,0,6.3,4.0,2992.0,1,2
51,170.0,85.6,0,29.64,5,2,0,6.9,5.0,3637.0,1,2
54,172.7,95.4,1,32.01,3,0,1,6.6,2.0,2314.0,2,3
31,155.5,74.3,0,30.73,4,1,3,5.7,5.0,3424.0,3,2
37,173.2,84.8,1,28.28,4,1,4,9.0,4.0,3460.0,4,2
36,167.1,80.0,1,28.66,3,0,0,6.2,2.0,2143.0,2,3
36,174.3,72.2,1,23.77,1,2,3,7.3,0.0,2322.0,3,1
23,163.1,64.3,0,24.19,4,0,4,8.5,4.0,2499.0,4,3
64,162.1,65.7,0,25.0,2,1,3,5.9,3.0,2550.0,3,1
31,172.8,48.2,0,16.15,5,1,0,7.8,6.0,3273.0,0,2
46,175.7,90.7,0,29.36,2,1,3,5.6,3.0,3209.0,3,1
57,162.8,105.7,1,39.9,4,1,2,6.3,3.0,3543.0,3,2
25,185.8,46.6,1,13.5,0,3,3,7.5,1.0,2210.0,3,2
47,185.7,90.7,1,26.28,3,1,2,6.8,4.0,3334.0,3,2
49,151.0,71.2,0,31.22,1,2,4,8.3,1.0,2247.0,4,1
24,160.7,60.5,0,23.43,2,0,0,7.1,1.0,1866.0,0,3
32,171.4,74.6,0,25.39,2,2,3,7.5,1.0,2876.0,3,2
26,174.4,57.5,1,18.91,0,1,3,6.4,1.0,2100.0,3,1
47,195.6,76.2,0,19.92,4,2,3,6.1,3.0,3634.0,3,2
25,171.7,66.7,0,22.63,0,3,0,6.0,0.0,2544.0,1,2
37,168.6,65.8,0,23.15,1,0,3,6.2,2.0,1656.0,3,0
32,156.3,93.2,1,38.12,4,1,4,6.4,5.0,3467.0,4,2
19,151.0,40.5,1,17.77,2,2,4,8.0,3.0,1994.0,4,2
63,168.4,61.8,1,21.79,2,3,4,7.4,3.0,2451.0,4,2
62,194.7,40.0,1,10.55,3,3,4,5.9,3.0,2577.0,4,2
40,167.5,74.4,0,26.52,1,3,1,6.6,1.0,2793.0,1,2
36,160.7,63.1,1,24.42,2,0,1,7.0,1.0,1556.0,0,3
52,175.4,59.0,0,19.18,0,2,4,9.0,1.0,2018.0,4,1
53,150.0,77.1,1,34.26,2,2,3,7.0,2.0,2288.0,3,2
64,171.0,83.0,1,28.4,0,0,4,7.4,0.0,1251.0,4,4
16,179.9,93.3,1,28.83,0,3,1,6.1,0.0,2779.0,1,2
40,158.6,124.8,0,49.58,5,1,1,7.6,5.0,4538.0,0,2
51,186.4,61.7,1,17.77,5,2,0,8.2,5.0,3033.0,1,2
32,177.9,59.9,1,18.91,5,1,0,6.9,6.0,3229.0,0,2
56,186.5,72.1,0,20.72,4,3,3,7.6,3.0,3662.0,3,2
39,153.5,73.6,0,31.23,4,0,0,7.5,3.0,2409.0,2,3
17,167.8,103.2,1,36.64,2,1,2,7.1,1.0,3294.0,3,1
55,181.1,81.4,0,24.83,2,2,2,8.2,2.0,2897.0,3,2
30,152.0,55.0,1,23.8,0,2,0,6.3,1.0,1727.0,1,1
47,181.4,54.0,1,16.41,4,0,2,6.2,5.0,1977.0,3,3
54,167.8,84.3,0,29.91,2,3,1,7.0,3.0,3121.0,1,2
21,181.3,68.3,1,20.77,4,2,4,6.7,5.0,3244.0,4,2
16,172.6,97.5,0,32.72,1,2,4,4.4,1.0,3021.0,4,1
62,186.9,81.3,1,23.26,0,0,2,6.3,1.0,1362.0,3,4
38,154.5,53.2,1,22.29,5,1,1,5.1,4.0,2743.0,0,2
54,173.9,50.8,1,16.8,4,3,1,6.7,3.0,2813.0,1,2
32,151.9,78.2,1,33.91,2,1,0,7.6,3.0,2636.0,0,1
49,175.0,65.9,0,21.49,0,3,1,7.0,0.0,2415.0,1,2
56,173.9,92.5,0,30.58,3,1,1,7.1,4.0,3447.0,0,2
44,166.6,78.1,1,28.15,0,1,1,6.9,0.0,2179.0,0,1
24,160.6,77.8,0,30.15,1,2,4,7.2,0.0,2591.0,4,1
28,166.1,49.9,0,18.08,0,1,2,9.0,0.0,2132.0,3,1
21,171.2,63.4,1,21.64,5,3,0,6.7,6.0,3476.0,1,2
21,173.4,71.2,1,23.66,5,0,0,7.0,5.0,2609.0,0,3
35,193.2,40.0,1,10.72,4,0,0,6.2,5.0,1966.0,0,3
18,180.5,83.2,0,25.55,4,1,3,5.3,5.0,4013.0,3,2
32,163.0,87.4,1,32.9,2,3,2,7.2,1.0,3035.0,3,2
64,177.0,62.5,1,19.95,2,3,4,8.0,2.0,2537.0,4,2
27,180.6,94.8,1,29.08,0,2,2,9.0,1.0,2437.0,3,1
63,162.1,94.0,0,35.78,5,0,0,6.8,6.0,2837.0,4,3
62,178.4,81.4,0,25.58,0,0,4,6.8,0.0,1499.0,4,4
60,152.2,70.9,0,30.63,5,2,2,7.8,6.0,3030.0,3,2
16,161.7,89.9,1,34.4,0,0,1,8.5,1.0,1553.0,4,4
32,152.9,45.2,0,19.32,4,3,2,5.9,4.0,2980.0,3,2
18,167.5,73.3,0,26.15,4,1,1,7.6,4.0,3671.0,0,2
41,164.3,56.8,1,21.04,3,1,0,8.6,4.0,2570.0,0,2
30,165.2,60.1,1,22.0,3,3,1,6.8,3.0,2881.0,1,2
51,179.8,80.1,0,24.78,3,1,3,6.0,3.0,3339.0,3,2
47,171.1,57.5,0,19.65,2,2,4,7.7,3.0,2492.0,4,2
47,179.6,44.5,0,13.78,4,0,1,5.8,5.0,2090.0,0,3
19,189.5,112.0,0,31.17,0,0,4,8.1,0.0,2207.0,4,0
33,195.1,61.1,1,16.05,0,2,1,8.8,0.0,2106.0,1,1
64,168.3,56.8,1,20.05,3,1,0,6.5,3.0,2415.0,0,2
34,176.4,93.5,0,30.04,2,1,2,8.5,1.0,3353.0,3,1
58,168.1,61.2,1,21.63,2,2,1,7.6,3.0,2178.0,1,2
50,182.2,49.1,1,14.81,3,3,0,8.2,3.0,2703.0,1,2
55,179.8,55.5,0,17.17,0,0,1,6.4,1.0,1241.0,0,0
29,162.1,64.2,0,24.46,2,1,3,7.6,1.0,2799.0,3,1
48,163.8,52.7,0,19.64,5,1,4,7.2,4.0,3082.0,4,2
29,186.6,57.0,1,16.37,5,3,1,6.3,6.0,3461.0,1,2
49,163.4,63.9,0,23.95,1,0,0,6.7,0.0,1504.0,0,0
19,168.7,89.5,0,31.46,5,1,0,7.5,5.0,4168.0,0,2
39,178.1,109.3,1,34.46,3,3,2,6.0,2.0,3791.0,3,2
44,168.0,92.0,0,32.58,0,0,4,5.9,0.0,1656.0,4,4
34,188.4,67.9,1,19.13,1,3,2,5.9,1.0,2698.0,3,2
21,182.4,46.6,0,14.01,4,0,4,6.3,5.0,2412.0,4,3
48,159.4,84.6,1,33.31,0,1,4,7.3,1.0,2180.0,4,4
64,163.0,53.6,1,20.17,1,1,1,6.5,1.0,1926.0,0,4
55,177.1,65.4,0,20.85,4,0,2,8.1,4.0,2381.0,3,3
34,169.4,101.1,0,35.24,2,3,2,5.7,1.0,3552.0,3,2
16,150.0,102.7,0,45.64,0,2,2,7.5,0.0,2567.0,3,4
20,158.3,75.2,0,29.99,0,2,0,6.7,0.0,2276.0,1,1
42,172.8,94.1,0,31.51,2,3,3,6.9,2.0,3415.0,3,2
31,180.7,93.4,1,28.62,0,1,1,7.6,0.0,2547.0,0,1
21,180.9,83.8,0,25.63,3,0,2,4.6,3.0,2774.0,3,3
55,193.6,67.1,0,17.91,1,3,4,5.1,0.0,2815.0,4,2
28,161.7,62.0,0,23.71,4,0,4,6.9,3.0,2392.0,4,3
63,162.3,72.8,1,27.65,4,0,1,6.8,3.0,1956.0,0,3
50,169.7,48.9,0,16.98,1,2,0,5.7,2.0,2094.0,1,1
34,150.0,63.4,1,28.18,3,1,2,8.8,4.0,2590.0,3,2
27,170.0,82.8,1,28.65,0,1,3,6.0,1.0,2363.0,3,1
31,167.7,60.7,0,21.58,2,2,0,6.5,3.0,2632.0,1,2
58,179.5,99.8,0,30.97,2,3,1,8.0,1.0,3444.0,1,2
25,181.5,76.4,1,23.19,0,0,2,6.4,0.0,1486.0,3,0
40,174.3,86.1,1,28.34,5,2,1,6.2,4.0,3478.0,1,2
35,170.0,68.2,1,23.58,4,2,1,7.4,4.0,2976.0,1,2
46,174.4,83.4,1,27.42,1,1,1,6.3,0.0,2557.0,0,1
19,160.5,51.7,1,20.06,1,3,1,7.4,2.0,2338.0,1,2
59,169.0,79.6,0,27.87,4,2,3,7.5,3.0,3269.0,3,2
38,170.2,81.3,1,28.07,1,0,1,7.3,2.0,1648.0,2,0
17,169.1,95.1,1,33.26,4,2,4,8.1,5.0,3647.0,4,2
37,167.9,40.0,1,14.18,3,0,1,6.7,4.0,1454.0,0,3
52,162.5,59.9,1,22.68,0,3,3,6.5,0.0,2033.0,3,2
23,157.7,40.0,1,16.09,4,2,1,6.9,4.0,2408.0,1,2
22,167.5,56.9,0,20.27,3,0,2,4.5,4.0,2156.0,3,3
29,177.1,70.1,0,22.33,4,1,0,7.2,5.0,3619.0,0,2
18,150.0,82.6,1,36.72,3,1,3,6.7,3.0,3059.0,3,2
31,164.0,112.4,0,41.79,3,2,2,7.3,4.0,3749.0,3,2
34,194.8,96.3,1,25.37,3,1,3,6.2,2.0,3641.0,3,2
33,167.7,63.2,0,22.48,0,2,0,8.2,0.0,2124.0,1,1
31,171.8,85.0,0,28.78,4,0,4,6.8,3.0,2920.0,4,3
23,192.1,94.1,0,25.5,5,0,0,7.8,4.0,3612.0,0,3
48,173.8,70.2,0,23.23,4,3,4,6.5,5.0,3552.0,4,2
64,174.1,70.9,1,23.38,4,1,1,7.4,3.0,2950.0,0,2
